pedido_id,data_pedido,produto,categoria,uf,canal,quantidade,preco_unitario,desconto_pct,valor_total,cliente_recorrente,avaliacao
PED-100199,19/03/2024,Mesa Ajustável,Mobiliário,SP,Marketplace,1,"R$ 2.604,66","9,7%","R$ 2.889,92",sim,4.0
PED-100200,23/09/2024,Mouse Sem Fio,Periféricos,CE,Loja Física,1,"R$ 180,19","15,8%","R$ 138,58",sim,2.0
PED-100201,10/09/2025,"Monitor 27""",Periféricos,BA,Loja Física,4,"R$ 1.327,37","2,4%","R$ 5.534,34",nao,4.0
PED-100202,10/03/2024,Headset,Áudio,PE,Marketplace,2,"R$ 345,57","2,8%","R$ 825,13",sim,1.0
PED-100203,24/02/2025,Headset,Áudio,PE,E-commerce,2,"R$ 331,85","0,0%","R$ 889,93",nao,5.0
PED-100204,10/04/2025,Webcam HD,Áudio,RJ,Loja Física,4,"R$ 317,26","3,2%","R$ 1.858,29",sim,3.0
PED-100205,01/10/2024,Mesa Ajustável,Mobiliário,SP,Televendas,6,"R$ 2.387,91","7,1%","R$ 11.881,53",sim,5.0
PED-100206,20/02/2024,Teclado Mecânico,Periféricos,SP,E-commerce,4,"R$ 415,69","13,0%","R$ 1.631,51",sim,4.0
PED-100207,01/12/2024,Mesa Ajustável,Mobiliário,MG,Televendas,2,"R$ 2.248,80","9,0%","R$ 4.285,43",sim,3.0
PED-100208,04/10/2024,Teclado Mecânico,Periféricos,CE,Televendas,1,"R$ 433,23","0,0%","R$ 386,58",sim,3.0
PED-100209,12/07/2025,Cadeira Ergo,Mobiliário,SP,Marketplace,3,"R$ 2.150,18","2,6%","R$ 8.089,96",sim,
PED-100210,12/03/2025,Webcam HD,Áudio,MG,E-commerce,1,"R$ 271,39","7,5%","R$ 365,85",sim,2.0
PED-100211,08/08/2024,Webcam HD,Áudio,CE,Televendas,1,"R$ 301,46","8,4%","R$ 158,50",sim,4.0
PED-100212,07/02/2024,Mouse Sem Fio,Periféricos,MG,E-commerce,2,"R$ 183,00","10,2%","R$ 370,55",nao,5.0
PED-100213,12/01/2025,Headset,Áudio,SC,Marketplace,5,"R$ 341,99","3,9%","R$ 1.959,32",sim,4.0
PED-100214,27/06/2024,"Monitor 27""",Periféricos,SP,Televendas,2,"R$ 1.429,63","14,3%","R$ 2.937,03",sim,5.0
PED-100215,13/03/2025,"Monitor 27""",Periféricos,RJ,Marketplace,1,"R$ 1.460,97","3,0%","R$ 2.065,11",sim,4.0
PED-100216,06/07/2025,Headset,Áudio,SP,E-commerce,2,"R$ 362,34","7,9%","R$ 859,50",sim,5.0
PED-100217,15/08/2024,"Monitor 27""",Periféricos,MG,E-commerce,3,"R$ 1.531,46","0,0%","R$ 2.637,24",nao,2.0
PED-100218,01/08/2025,Headset,Áudio,SP,Loja Física,3,"R$ 305,85","16,2%","R$ 892,41",sim,5.0
PED-100219,28/11/2024,Headset,Áudio,BA,Televendas,3,"R$ 336,24","12,7%","R$ 826,84",nao,1.0
PED-100220,05/12/2024,Webcam HD,Áudio,MG,Loja Física,1,"R$ 295,98","17,5%","R$ 255,59",sim,5.0
PED-100221,04/05/2025,Cadeira Ergo,Mobiliário,RJ,E-commerce,2,"R$ 1.773,20","3,4%","R$ 5.120,83",nao,2.0
PED-100222,20/05/2025,Cadeira Ergo,Mobiliário,RJ,Loja Física,1,"R$ 2.123,01","0,0%","R$ 3.174,53",nao,2.0
PED-100223,04/08/2025,"Monitor 27""",Periféricos,RS,E-commerce,5,"R$ 1.534,60","15,6%","R$ 7.514,16",nao,5.0
PED-100224,01/10/2025,Cadeira Ergo,Mobiliário,SP,Televendas,1,"R$ 1.877,37","13,6%","R$ 1.689,92",nao,2.0
PED-100225,06/04/2024,Teclado Mecânico,Periféricos,SP,Marketplace,1,"R$ 456,15","0,0%","R$ 583,21",sim,5.0
PED-100226,21/09/2024,Notebook Pro,Computadores,RJ,Loja Física,4,"R$ 6.760,28","5,6%","R$ 23.307,68",sim,3.0
PED-100227,20/08/2025,Mesa Ajustável,Mobiliário,SP,Televendas,2,"R$ 2.379,25","14,5%","R$ 4.720,18",sim,1.0
PED-100228,15/07/2024,Headset,Áudio,MG,Marketplace,1,"R$ 337,76","10,7%","R$ 330,65",sim,5.0
PED-100229,04/01/2024,Headset,Áudio,SP,Televendas,2,"R$ 376,60","14,7%","R$ 642,30",nao,2.0
PED-100230,03/01/2025,Mouse Sem Fio,Periféricos,SP,Marketplace,1,"R$ 189,53","10,6%","R$ 202,01",sim,3.0
PED-100231,26/04/2025,Cadeira Ergo,Mobiliário,BA,E-commerce,2,"R$ 1.991,59","1,6%","R$ 5.931,51",sim,5.0
PED-100232,20/04/2025,Teclado Mecânico,Periféricos,SP,E-commerce,2,"R$ 399,78","5,0%","R$ 1.148,56",sim,2.0
PED-100233,02/06/2025,Mesa Ajustável,Mobiliário,PR,Loja Física,6,"R$ 2.343,78","11,0%","R$ 17.662,28",sim,1.0
PED-100234,16/02/2025,Webcam HD,Áudio,CE,Televendas,1,"R$ 290,96","6,5%","R$ 364,94",sim,1.0
PED-100235,28/03/2024,Teclado Mecânico,Periféricos,SP,Loja Física,1,"R$ 363,35","7,4%","R$ 413,58",sim,5.0
PED-100236,26/06/2025,"Monitor 27""",Periféricos,SP,Loja Física,1,"R$ 1.475,10","11,0%","R$ 1.854,56",sim,2.0
PED-100237,25/09/2024,"Monitor 27""",Periféricos,RJ,Marketplace,2,"R$ 1.422,75","17,8%","R$ 2.136,87",sim,2.0
PED-100238,26/06/2025,Webcam HD,Áudio,CE,Marketplace,4,"R$ 272,21","9,7%","R$ 1.388,09",nao,2.0
PED-100239,05/06/2025,Mouse Sem Fio,Periféricos,BA,E-commerce,3,"R$ 186,59","11,5%","R$ 699,34",nao,4.0
PED-100240,13/09/2025,Cadeira Ergo,Mobiliário,SP,Televendas,2,"R$ 1.802,62","8,7%","R$ 3.516,65",sim,1.0
PED-100241,10/01/2024,Mouse Sem Fio,Periféricos,BA,Televendas,4,"R$ 175,37","4,5%","R$ 669,63",sim,1.0
PED-100242,08/07/2025,Webcam HD,Áudio,CE,E-commerce,3,"R$ 292,85","3,0%","R$ 1.097,93",sim,1.0
PED-100243,06/02/2025,Headset,Áudio,SP,Marketplace,1,"R$ 369,78","7,3%","R$ 459,42",sim,1.0
PED-100244,06/11/2024,Mouse Sem Fio,Periféricos,RJ,E-commerce,2,"R$ 183,54","11,7%","R$ 304,47",sim,4.0
PED-100245,22/05/2025,Mouse Sem Fio,Periféricos,SP,Televendas,1,"R$ 181,29","11,4%","R$ 240,29",sim,1.0
PED-100246,01/09/2025,Mesa Ajustável,Mobiliário,RJ,Televendas,3,"R$ 2.264,43","13,0%","R$ 6.313,36",sim,2.0
PED-100247,24/11/2024,Notebook Pro,Computadores,SP,Loja Física,2,"R$ 6.792,67","14,4%","R$ 10.913,59",sim,3.0
PED-100248,25/02/2024,Cadeira Ergo,Mobiliário,RJ,Televendas,2,"R$ 2.259,13","8,4%","R$ 4.669,75",nao,3.0
PED-100249,09/04/2025,Mesa Ajustável,Mobiliário,RJ,E-commerce,4,"R$ 2.476,60","6,5%","R$ 14.018,98",sim,4.0
PED-100250,27/05/2024,Cadeira Ergo,Mobiliário,SP,Televendas,4,"R$ 1.905,77","8,6%","R$ 8.823,79",sim,2.0
PED-100251,24/05/2024,Mouse Sem Fio,Periféricos,SP,E-commerce,2,"R$ 176,29","0,0%","R$ 446,63",sim,3.0
PED-100252,03/05/2024,Teclado Mecânico,Periféricos,CE,Loja Física,3,"R$ 468,87","12,6%","R$ 1.557,90",nao,4.0
PED-100253,07/05/2024,"Monitor 27""",Periféricos,SP,Televendas,4,"R$ 1.340,80","11,9%","R$ 5.987,64",sim,2.0
PED-100254,05/08/2025,Notebook Pro,Computadores,SP,E-commerce,1,"R$ 7.009,40","4,5%","R$ 7.770,75",sim,2.0
PED-100255,20/08/2024,Mouse Sem Fio,Periféricos,PE,E-commerce,2,"R$ 150,78","12,2%","R$ 152,02",nao,2.0
PED-100256,08/03/2024,Headset,Áudio,PE,Loja Física,1,"R$ 334,21","1,0%","R$ 406,33",nao,3.0
PED-100257,24/04/2024,Headset,Áudio,RJ,Televendas,2,"R$ 369,62","3,6%","R$ 911,25",nao,3.0
PED-100258,09/09/2024,"Monitor 27""",Periféricos,RJ,E-commerce,1,"R$ 1.535,64","16,5%","R$ 1.171,28",sim,4.0
PED-100259,09/08/2024,Headset,Áudio,SP,Loja Física,2,"R$ 307,83","10,5%","R$ 316,25",sim,4.0
PED-100260,17/07/2024,Headset,Áudio,RS,Loja Física,5,"R$ 323,05","6,6%","R$ 1.652,99",nao,2.0
PED-100261,29/08/2025,Notebook Pro,Computadores,CE,E-commerce,2,"R$ 6.604,07","10,8%","R$ 13.669,70",nao,2.0
PED-100262,08/07/2025,Headset,Áudio,SP,Televendas,1,"R$ 369,30","11,0%","R$ 423,49",sim,5.0
PED-100263,01/01/2025,Webcam HD,Áudio,SP,Loja Física,6,"R$ 275,58","2,4%","R$ 1.923,77",sim,3.0
PED-100264,23/09/2025,Mouse Sem Fio,Periféricos,MG,Loja Física,5,"R$ 188,38","3,4%","R$ 972,10",sim,3.0
PED-100265,05/08/2024,Cadeira Ergo,Mobiliário,RJ,Marketplace,1,"R$ 2.058,70","19,6%","R$ 950,30",sim,3.0
PED-100266,29/03/2024,Notebook Pro,Computadores,RJ,Loja Física,5,"R$ 6.362,62","10,6%","R$ 34.958,29",sim,4.0
PED-100267,22/06/2024,Cadeira Ergo,Mobiliário,SP,E-commerce,1,"R$ 1.718,82","5,8%","R$ 1.940,99",sim,2.0
PED-100268,27/02/2024,Mouse Sem Fio,Periféricos,SP,Televendas,1,"R$ 174,83","0,0%","R$ 197,17",sim,4.0
PED-100269,01/09/2025,Mouse Sem Fio,Periféricos,MG,Televendas,3,"R$ 180,07","4,6%","R$ 550,72",sim,1.0
PED-100270,20/05/2024,Webcam HD,Áudio,BA,Televendas,2,"R$ 255,56","0,0%","R$ 647,45",sim,4.0
PED-100271,11/10/2024,Cadeira Ergo,Mobiliário,PR,Loja Física,3,"R$ 1.588,84","9,0%","R$ 3.869,50",sim,5.0
PED-100272,09/05/2024,Headset,Áudio,RJ,E-commerce,1,"R$ 311,76","16,6%","R$ 329,28",sim,2.0
PED-100273,19/09/2025,Mesa Ajustável,Mobiliário,SP,Loja Física,2,"R$ 2.340,27","2,4%","R$ 4.882,19",sim,3.0
PED-100274,11/04/2024,Mouse Sem Fio,Periféricos,RS,Loja Física,1,"R$ 174,54","14,5%","R$ 190,90",sim,
PED-100275,25/11/2024,Mouse Sem Fio,Periféricos,SP,,2,"R$ 176,75","6,7%","R$ 309,53",sim,2.0
PED-100276,31/08/2025,"Monitor 27""",Periféricos,MG,Televendas,1,"R$ 1.397,50","4,3%","R$ 1.552,32",nao,3.0
PED-100277,29/11/2024,Teclado Mecânico,Periféricos,RS,Loja Física,3,"R$ 429,00","9,9%","R$ 1.089,21",sim,3.0
PED-100278,29/07/2025,Cadeira Ergo,Mobiliário,SC,E-commerce,1,"R$ 1.834,45","7,2%","R$ 2.193,40",nao,1.0
PED-100279,27/07/2025,Teclado Mecânico,Periféricos,SP,Televendas,3,"R$ 458,60","8,5%","R$ 1.622,01",sim,1.0
PED-100280,06/05/2025,Mouse Sem Fio,Periféricos,SP,E-commerce,1,"R$ 186,96","10,7%","R$ 249,75",nao,4.0
PED-100281,20/04/2025,Teclado Mecânico,Periféricos,SP,Televendas,4,"R$ 373,22","8,8%","R$ 2.059,50",sim,1.0
PED-100282,04/01/2025,Notebook Pro,Computadores,CE,Loja Física,5,"R$ 7.218,36","4,3%","R$ 41.154,80",sim,1.0
PED-100283,06/01/2025,Mesa Ajustável,Mobiliário,SP,Marketplace,1,"R$ 2.378,61","18,6%","R$ 2.307,39",nao,1.0
PED-100284,16/06/2025,"Monitor 27""",Periféricos,MG,E-commerce,2,"R$ 1.300,85","7,9%","R$ 3.384,13",sim,4.0
PED-100285,30/09/2024,Webcam HD,Áudio,RJ,Loja Física,2,"R$ 279,56","7,2%","R$ 473,78",sim,2.0
PED-100286,28/08/2025,Mesa Ajustável,Mobiliário,SP,E-commerce,1,"R$ 2.258,29","0,0%","R$ 2.620,88",sim,1.0
PED-100287,16/07/2025,Cadeira Ergo,Mobiliário,SP,Marketplace,1,"R$ 1.877,18","9,1%","R$ 2.197,96",sim,5.0
PED-100288,27/08/2024,Mesa Ajustável,Mobiliário,PE,Loja Física,1,"R$ 2.327,34","14,6%","R$ 1.140,31",sim,3.0
PED-100289,20/09/2024,Notebook Pro,Computadores,CE,E-commerce,1,"R$ 6.479,27","7,5%","R$ 5.474,84",sim,3.0
PED-100290,02/04/2025,"Monitor 27""",Periféricos,SP,Marketplace,1,"R$ 1.438,92","12,8%","R$ 1.897,15",sim,5.0
PED-100291,13/08/2025,"Monitor 27""",Periféricos,RS,Loja Física,4,"R$ 1.405,88","16,3%","R$ 5.465,19",sim,3.0
PED-100292,02/03/2024,Webcam HD,Áudio,BA,Marketplace,1,"R$ 321,94","8,4%","R$ 362,30",sim,1.0
PED-100293,13/02/2024,"Monitor 27""",Periféricos,RJ,E-commerce,2,"R$ 1.609,76","2,2%","R$ 3.550,15",nao,1.0
PED-100294,07/06/2024,Mesa Ajustável,Mobiliário,SP,Loja Física,3,"R$ 2.440,61","0,0%","R$ 8.777,42",sim,3.0
PED-100295,02/10/2024,Mesa Ajustável,Mobiliário,RS,Loja Física,3,"R$ 2.331,04","1,5%","R$ 6.143,71",sim,2.0
PED-100296,14/04/2024,Webcam HD,Áudio,RJ,Televendas,1,"R$ 278,09","5,5%","R$ 336,02",sim,3.0
PED-100297,28/11/2024,Cadeira Ergo,Mobiliário,RJ,Loja Física,2,"R$ 1.849,90","12,6%","R$ 3.037,81",nao,5.0
PED-100298,12/12/2024,Cadeira Ergo,Mobiliário,SP,E-commerce,2,"R$ 2.051,06","5,6%","R$ 4.051,17",sim,5.0
PED-100299,31/08/2025,Notebook Pro,Computadores,RJ,Televendas,2,"R$ 7.174,32","1,4%","R$ 16.422,60",sim,4.0
PED-100300,22/04/2025,Notebook Pro,Computadores,SP,Marketplace,1,"R$ 7.658,82","8,3%","R$ 10.625,35",sim,5.0
PED-100301,09/06/2024,"Monitor 27""",Periféricos,SP,Marketplace,5,"R$ 1.508,48","3,9%","R$ 8.685,36",sim,3.0
PED-100302,18/05/2025,Headset,Áudio,SP,Marketplace,1,"R$ 347,57","6,3%","R$ 487,22",nao,1.0
PED-100303,30/05/2025,Notebook Pro,Computadores,MG,Marketplace,2,"R$ 5.801,70","11,6%","R$ 15.341,61",nao,5.0
PED-100304,11/03/2025,Webcam HD,Áudio,SP,Marketplace,3,"R$ 271,47","5,7%","R$ 1.119,10",sim,4.0
PED-100305,08/03/2025,Notebook Pro,Computadores,MG,E-commerce,1,"R$ 6.759,04","5,3%","R$ 9.331,64",sim,5.0
PED-100306,17/07/2024,Mouse Sem Fio,Periféricos,SP,E-commerce,2,"R$ 178,97","1,0%","R$ 388,32",sim,1.0
PED-100307,03/04/2025,Mesa Ajustável,Mobiliário,CE,Televendas,3,"R$ 2.494,10","10,5%","R$ 10.131,49",sim,3.0
PED-100308,27/03/2024,Cadeira Ergo,Mobiliário,BA,Televendas,3,"R$ 2.021,49","7,2%","R$ 6.914,20",sim,2.0
PED-100309,06/02/2025,Mesa Ajustável,Mobiliário,SC,Loja Física,1,"R$ 2.546,86","15,0%","R$ 2.902,80",sim,3.0
PED-100310,12/08/2025,Headset,Áudio,RS,Loja Física,1,"R$ 343,43","4,6%","R$ 380,18",nao,4.0
PED-100311,13/09/2025,Mouse Sem Fio,Periféricos,SP,Marketplace,1,"R$ 191,55","3,1%","R$ 198,43",sim,2.0
PED-100312,09/07/2024,Mesa Ajustável,Mobiliário,SC,Marketplace,1,"R$ 2.375,43","0,7%","R$ 2.585,58",nao,5.0
PED-100313,31/07/2024,"Monitor 27""",Periféricos,SP,Loja Física,3,"R$ 1.324,66","8,2%","R$ 3.997,76",sim,1.0
PED-100314,31/01/2025,Teclado Mecânico,Periféricos,RJ,Loja Física,1,"R$ 424,81","0,0%","R$ 506,38",sim,1.0
PED-100315,11/09/2024,"Monitor 27""",Periféricos,SP,E-commerce,1,"R$ 1.527,67","14,5%","R$ 1.192,56",sim,3.0
PED-100316,12/04/2025,Webcam HD,Áudio,MG,Loja Física,3,"R$ 294,65","9,1%","R$ 1.215,52",sim,1.0
PED-100317,09/05/2024,"Monitor 27""",Periféricos,SP,E-commerce,1,"R$ 1.468,12","9,5%","R$ 1.683,23",sim,4.0
PED-100318,18/04/2024,"Monitor 27""",Periféricos,RS,Loja Física,2,"R$ 1.486,26","6,9%","R$ 3.538,30",sim,5.0
PED-100319,02/02/2024,Cadeira Ergo,Mobiliário,SP,Televendas,2,"R$ 1.768,42","8,6%","R$ 3.646,22",nao,5.0
PED-100320,27/10/2024,Mesa Ajustável,Mobiliário,PE,Loja Física,3,"R$ 2.538,01","7,2%","R$ 6.303,56",sim,3.0
PED-100321,16/05/2024,Teclado Mecânico,Periféricos,RJ,Televendas,2,"R$ 368,99","14,0%","R$ 804,27",sim,1.0
PED-100322,10/07/2024,Mouse Sem Fio,Periféricos,SP,E-commerce,1,"R$ 176,57","3,8%","R$ 186,25",sim,3.0
PED-100323,08/08/2025,Headset,Áudio,BA,Marketplace,3,"R$ 298,54","9,5%","R$ 941,06",nao,1.0
PED-100324,05/06/2025,Headset,Áudio,SP,Marketplace,2,"R$ 361,09","0,4%","R$ 1.015,65",sim,
PED-100325,21/06/2025,Headset,Áudio,SP,Loja Física,2,"R$ 316,03","10,7%","R$ 797,16",sim,2.0
PED-100326,14/01/2025,Mouse Sem Fio,Periféricos,SC,Loja Física,2,"R$ 184,60","15,8%","R$ 370,51",sim,4.0
PED-100327,12/03/2024,Mouse Sem Fio,Periféricos,RJ,Loja Física,2,"R$ 176,57","16,7%","R$ 361,42",sim,2.0
PED-100328,22/04/2025,Mouse Sem Fio,Periféricos,BA,Marketplace,3,"R$ 168,48","9,7%","R$ 690,13",sim,2.0
PED-100329,21/01/2025,Cadeira Ergo,Mobiliário,PR,Marketplace,2,"R$ 1.914,19","3,8%","R$ 4.389,00",sim,1.0
PED-100330,04/08/2025,Mouse Sem Fio,Periféricos,RJ,E-commerce,2,"R$ 190,49","7,3%","R$ 409,97",nao,1.0
PED-100331,02/11/2024,Mesa Ajustável,Mobiliário,SP,E-commerce,1,"R$ 2.598,24","10,2%","R$ 2.192,07",sim,5.0
PED-100332,20/04/2024,Notebook Pro,Computadores,CE,Televendas,1,"R$ 7.371,29","0,6%","R$ 9.370,13",sim,3.0
PED-100333,15/01/2025,Mesa Ajustável,Mobiliário,SP,Marketplace,1,"R$ 2.401,26","9,7%","R$ 2.583,72",sim,2.0
PED-100334,18/10/2024,Headset,Áudio,PE,Loja Física,1,"R$ 325,38","13,8%","R$ 250,19",sim,3.0
PED-100335,25/02/2025,Notebook Pro,Computadores,SP,Loja Física,1,"R$ 6.986,36","6,0%","R$ 8.804,63",nao,5.0
PED-100336,28/08/2024,Mouse Sem Fio,Periféricos,SP,E-commerce,2,"R$ 164,66","9,5%","R$ 171,03",sim,1.0
PED-100337,15/07/2024,Teclado Mecânico,Periféricos,RJ,Televendas,1,"R$ 373,35","1,1%","R$ 404,86",nao,5.0
PED-100338,21/03/2024,Headset,Áudio,SP,E-commerce,2,"R$ 354,76","5,6%","R$ 822,57",sim,4.0
PED-100339,07/09/2025,Webcam HD,Áudio,SP,Loja Física,4,"R$ 275,57","8,0%","R$ 1.083,42",sim,5.0
PED-100340,28/04/2025,Webcam HD,Áudio,GO,Marketplace,1,"R$ 303,23","9,3%","R$ 416,24",sim,5.0
PED-100341,25/10/2024,Notebook Pro,Computadores,RS,Loja Física,1,"R$ 6.961,50","16,9%","R$ 5.163,13",sim,2.0
PED-100342,30/05/2024,Notebook Pro,Computadores,PE,Loja Física,3,"R$ 6.567,26","8,2%","R$ 22.898,16",sim,1.0
PED-100343,05/02/2025,Webcam HD,Áudio,RJ,Televendas,1,"R$ 262,28","10,4%","R$ 314,99",nao,2.0
PED-100344,20/09/2024,Webcam HD,Áudio,RJ,Loja Física,2,"R$ 308,08","7,1%","R$ 522,50",nao,1.0
PED-100345,10/02/2025,Headset,Áudio,SC,E-commerce,1,"R$ 360,10","8,9%","R$ 440,10",sim,1.0
PED-100346,27/02/2024,Notebook Pro,Computadores,MG,Televendas,3,"R$ 7.225,12","10,8%","R$ 21.797,25",nao,2.0
PED-100347,27/04/2024,Mesa Ajustável,Mobiliário,PE,E-commerce,2,"R$ 2.420,15","0,0%","R$ 6.188,62",sim,1.0
PED-100348,15/04/2025,"Monitor 27""",Periféricos,RJ,Televendas,1,"R$ 1.437,55","5,0%","R$ 2.066,74",nao,1.0
PED-100349,09/02/2024,Teclado Mecânico,Periféricos,PR,E-commerce,2,"R$ 405,57","0,0%","R$ 914,77",nao,5.0
PED-100350,09/03/2025,Teclado Mecânico,Periféricos,SP,Televendas,2,"R$ 441,46","10,3%","R$ 1.154,11",nao,3.0
PED-100351,20/09/2024,Headset,Áudio,MG,Televendas,4,"R$ 312,79","2,2%","R$ 1.116,80",sim,2.0
PED-100352,03/01/2024,Headset,Áudio,SP,Televendas,1,"R$ 357,59","4,4%","R$ 341,70",sim,1.0
PED-100353,03/05/2025,Headset,Áudio,GO,Marketplace,1,"R$ 320,94","9,4%","R$ 434,94",sim,4.0
PED-100354,23/03/2025,Cadeira Ergo,Mobiliário,SP,E-commerce,1,"R$ 2.053,14","4,7%","R$ 2.850,89",sim,3.0
PED-100355,05/06/2025,Mouse Sem Fio,Periféricos,RJ,Televendas,6,"R$ 179,68","8,4%","R$ 1.393,99",nao,1.0
PED-100356,27/07/2025,Cadeira Ergo,Mobiliário,PE,Loja Física,1,"R$ 1.844,94","0,0%","R$ 2.376,28",sim,5.0
PED-100357,12/04/2025,Cadeira Ergo,Mobiliário,SP,Loja Física,4,"R$ 1.976,07","5,5%","R$ 11.298,88",sim,1.0
PED-100358,22/06/2025,"Monitor 27""",Periféricos,SP,E-commerce,1,"R$ 1.299,90","5,4%","R$ 1.735,81",sim,4.0
PED-100359,13/03/2024,Webcam HD,Áudio,BA,Televendas,4,"R$ 302,60","7,5%","R$ 1.376,24",sim,1.0
PED-100360,10/08/2025,Teclado Mecânico,Periféricos,RS,E-commerce,1,"R$ 408,40","9,7%","R$ 427,92",sim,2.0
PED-100361,07/08/2025,Teclado Mecânico,Periféricos,RJ,Televendas,2,"R$ 415,69","13,3%","R$ 836,61",sim,3.0
PED-100362,20/03/2025,Webcam HD,Áudio,RJ,Loja Física,3,"R$ 318,96","15,2%","R$ 1.182,40",sim,3.0
PED-100363,28/05/2025,Webcam HD,Áudio,RS,Marketplace,1,"R$ 298,88","8,1%","R$ 410,92",sim,1.0
PED-100364,19/04/2025,Teclado Mecânico,Periféricos,SP,E-commerce,1,"R$ 418,51","6,8%","R$ 589,79",sim,1.0
PED-100365,15/07/2025,Cadeira Ergo,Mobiliário,SP,Televendas,1,"R$ 1.784,21","0,0%","R$ 2.298,06",sim,4.0
PED-100366,23/07/2025,Headset,Áudio,RJ,Loja Física,1,"R$ 326,83","9,1%","R$ 382,69",sim,2.0
PED-100367,30/11/2024,Mesa Ajustável,Mobiliário,MG,Marketplace,1,"R$ 2.597,22","1,1%","R$ 2.412,71",sim,5.0
PED-100368,06/06/2025,Cadeira Ergo,Mobiliário,SP,E-commerce,2,"R$ 1.824,64","7,6%","R$ 4.759,39",nao,4.0
PED-100369,09/08/2025,Teclado Mecânico,Periféricos,RJ,Loja Física,3,"R$ 417,17","9,5%","R$ 1.314,87",nao,5.0
PED-100370,09/07/2024,Cadeira Ergo,Mobiliário,RJ,Loja Física,1,"R$ 1.796,02","18,5%","R$ 1.604,68",sim,4.0
PED-100371,30/01/2024,Teclado Mecânico,Periféricos,SP,Loja Física,1,"R$ 369,97","3,8%","R$ 355,95",sim,5.0
PED-100372,18/04/2024,Cadeira Ergo,Mobiliário,SP,Loja Física,1,"R$ 1.878,90","9,3%","R$ 2.178,16",sim,5.0
PED-100373,20/01/2024,Webcam HD,Áudio,SP,E-commerce,2,"R$ 308,44","5,3%","R$ 584,21",sim,4.0
PED-100374,05/10/2024,Mouse Sem Fio,Periféricos,RJ,Loja Física,2,"R$ 187,52","12,1%","R$ 294,12",sim,4.0
PED-100375,13/01/2024,Notebook Pro,Computadores,RJ,Marketplace,2,"R$ 6.827,40","4,4%","R$ 13.057,44",sim,4.0
PED-100376,14/06/2024,Cadeira Ergo,Mobiliário,MG,Televendas,1,"R$ 1.801,28","7,6%","R$ 1.994,58",nao,5.0
PED-100377,10/06/2024,Headset,Áudio,RJ,Televendas,4,"R$ 345,09","13,5%","R$ 1.431,22",sim,4.0
PED-100378,28/03/2025,Mouse Sem Fio,Periféricos,MG,Televendas,1,"R$ 172,37","8,7%","R$ 229,34",sim,3.0
PED-100379,08/06/2024,Webcam HD,Áudio,SP,Televendas,2,"R$ 264,47","10,5%","R$ 567,59",nao,1.0
PED-100380,30/08/2025,Mesa Ajustável,Mobiliário,SC,Loja Física,3,"R$ 2.542,08","11,7%","R$ 7.815,17",sim,1.0
PED-100381,30/04/2024,Notebook Pro,Computadores,SC,Televendas,2,"R$ 6.681,15","16,5%","R$ 14.266,47",sim,5.0
PED-100382,13/09/2025,Mouse Sem Fio,Periféricos,RJ,Televendas,2,"R$ 201,54","4,9%","R$ 409,39",nao,5.0
PED-100383,28/12/2024,Mesa Ajustável,Mobiliário,PR,Loja Física,3,"R$ 2.437,70","17,4%","R$ 6.319,86",sim,4.0
PED-100384,05/06/2024,Cadeira Ergo,Mobiliário,RJ,E-commerce,4,"R$ 1.799,75","5,3%","R$ 8.175,96",sim,3.0
PED-100385,25/01/2024,Teclado Mecânico,Periféricos,CE,Marketplace,3,"R$ 409,14","2,8%","R$ 1.193,06",sim,3.0
PED-100386,14/07/2024,Webcam HD,Áudio,CE,E-commerce,4,"R$ 288,56","1,8%","R$ 1.242,39",sim,5.0
PED-100387,12/01/2025,Notebook Pro,Computadores,PR,E-commerce,2,"R$ 6.155,25","10,6%","R$ 13.118,15",nao,2.0
PED-100388,10/03/2024,Teclado Mecânico,Periféricos,RJ,,5,"R$ 423,48","7,8%","R$ 2.398,01",nao,
PED-100389,16/04/2024,Webcam HD,Áudio,SC,E-commerce,2,"R$ 289,06","5,8%","R$ 696,52",sim,5.0
PED-100390,14/03/2024,Cadeira Ergo,Mobiliário,CE,Loja Física,2,"R$ 2.116,53","12,0%","R$ 4.574,49",sim,1.0
PED-100391,09/03/2025,"Monitor 27""",Periféricos,SC,E-commerce,3,"R$ 1.381,23","6,4%","R$ 5.653,93",sim,5.0
PED-100392,26/02/2024,Teclado Mecânico,Periféricos,SP,Televendas,1,"R$ 409,69","15,8%","R$ 389,05",sim,3.0
PED-100393,14/01/2024,Teclado Mecânico,Periféricos,PR,Loja Física,1,"R$ 405,29","3,7%","R$ 390,48",sim,4.0
PED-100394,18/10/2024,Webcam HD,Áudio,SP,Marketplace,2,"R$ 294,75","8,6%","R$ 480,52",sim,4.0
PED-100395,17/07/2024,Webcam HD,Áudio,MG,Marketplace,7,"R$ 305,76","8,2%","R$ 2.152,56",sim,2.0
PED-100396,30/12/2024,Teclado Mecânico,Periféricos,SP,Marketplace,3,"R$ 398,25","12,8%","R$ 1.090,98",nao,4.0
PED-100397,23/08/2025,Mesa Ajustável,Mobiliário,SP,Loja Física,1,"R$ 2.101,35","6,3%","R$ 2.285,10",nao,1.0
PED-100398,02/07/2025,Headset,Áudio,SP,Loja Física,1,"R$ 323,08","12,3%","R$ 364,98",sim,3.0
